,Compound ID,SMILES,LogP,TPSA,N_RotatableBonds,AromaticBonds,HeavyAtomCount,RingCount,N_H_Donors,N_H_Acceptors,pLC50,pLC50_bin
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.703300000000002,63.22,3,2,29,5,0,6,7.88,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
49,compound-50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.1520000000000055,39.44,6,2,25,3,0,3,7.751,2.0
58,compound-59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,6.113300000000004,35.53,6,2,26,3,0,3,7.388,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.609000000000002,40.46,2,2,21,2,2,2,7.287,2.0
