,compound_id,smiles,pLC50,MolLogP,LabuteASA,ExactMolWt,MolWt,HeavyAtomMolWt,MolMR,Chi0v,Chi0,HeavyAtomCount,toxicity_category,toxicity_numeric
66,Compound 67,c1ccc2ccccc2c1,4.32,2.8398000000000003,60.11306765123216,128.062600256,128.17399999999998,120.10999999999996,43.94800000000002,5.618802153517007,6.811554787871633,10,Moderately toxic,3
238,Compound 239,CC1(C)CC(=O)CC(=O)C1,4.002,1.3347,60.611058875164105,140.083729624,140.182,128.08599999999998,37.646,6.437816924487368,7.776020881938894,10,Moderately toxic,3
238,Compound 239,CC1(C)CC(=O)CC(=O)C1,4.002,1.3347,60.611058875164105,140.083729624,140.182,128.08599999999998,37.646,6.437816924487368,7.776020881938894,10,Moderately toxic,3
185,Compound 186,CCCCOC(=O)CCC(=O)OCCCC,4.713,2.4532000000000007,97.30374894529352,230.151809184,230.304,208.128,60.968000000000046,10.289847411347834,12.22576835024473,16,Moderately toxic,3
238,Compound 239,CC1(C)CC(=O)CC(=O)C1,4.002,1.3347,60.611058875164105,140.083729624,140.182,128.08599999999998,37.646,6.437816924487368,7.776020881938894,10,Moderately toxic,3
205,Compound 206,C=C(C)C(=O)OCc1ccccc1,4.577,2.3059000000000003,77.84157798884638,176.083729624,176.21499999999995,164.11899999999997,51.05200000000003,7.617461489248951,9.681798275874712,13,Moderately toxic,3
223,Compound 224,COc1cc(O)c(C=O)c(OC)c1,4.832,1.2219,75.70907577394033,182.0579088,182.175,172.09499999999997,46.59830000000002,7.404009274460425,9.844934982691242,13,Moderately toxic,3
243,Compound 244,C=CC(=O)OCCO,4.384,-0.2921,47.57871753497837,116.047344116,116.116,108.05199999999998,28.24179999999999,4.462380789176953,6.405777393935816,8,Moderately toxic,3
20,Compound 21,CCCSSCCC,4.759,3.187800000000002,60.21014373689272,150.053692448,150.31199999999998,136.2,45.498000000000026,7.277916867529369,6.242640687119286,8,Moderately toxic,3
362,Compound 363,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,4.513,3.5847200000000026,119.51079978829644,304.10105016200004,304.35200000000003,283.184,79.02300000000004,13.754471821035317,14.466255326250886,19,Moderately toxic,3
205,Compound 206,C=C(C)C(=O)OCc1ccccc1,4.577,2.3059000000000003,77.84157798884638,176.083729624,176.21499999999995,164.11899999999997,51.05200000000003,7.617461489248951,9.681798275874712,13,Moderately toxic,3
32,Compound 33,Brc1ccsc1,4.421,2.5106,48.93931399554982,161.913883196,163.03900000000002,160.015,32.019,5.420756691084398,4.405777393935816,6,Moderately toxic,3
92,Compound 93,O=Cc1ccccc1,4.032,1.4991,47.95786733393734,106.041864812,106.12399999999997,100.07599999999998,31.829499999999992,4.3723499056016175,5.819990956308912,8,Moderately toxic,3
275,Compound 276,Oc1ccccc1Cl,4.052,2.0456,52.52890309857465,128.00289246,128.558,123.518,33.1168,4.890508091286143,5.983127663125442,8,Moderately toxic,3
153,Compound 154,CCCCCCCCCCO,4.818,3.119400000000001,70.81796380959504,158.167065324,158.285,136.10899999999998,49.69580000000003,7.811174626178886,8.36396103067893,11,Moderately toxic,3
82,Compound 83,Cc1ccc(C)cc1,4.078,2.30344,50.16128734829018,106.07825032,106.168,96.08799999999998,35.916,5.309401076758503,5.983127663125442,8,Moderately toxic,3
21,Compound 22,CC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,4.56,2.4508,79.27905139771542,199.003620732,199.593,193.545,48.11090000000001,7.537902693488107,10.008071689507773,13,Moderately toxic,3
323,Compound 324,CC(=O)/C=C/C1=C(C)CCCC1(C)C,4.577,3.6582000000000026,86.89504128273487,192.15141526,192.302,172.14199999999997,60.15300000000004,9.684269172402756,10.767584713501616,14,Moderately toxic,3
232,Compound 233,Clc1ccc(Cl)cc1,4.561,2.9934000000000003,58.03793557326031,145.969005488,147.00400000000002,142.97199999999998,36.46200000000001,5.577187914813867,5.983127663125442,8,Moderately toxic,3
51,Compound 52,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,4.74,1.2086000000000003,71.53158831669258,184.012021228,184.107,180.075,41.41560000000001,6.206684755924204,10.008071689507773,13,Moderately toxic,3
37,Compound 38,Oc1ccc(Oc2ccc(O)cc2)cc1,4.544,2.8901000000000003,87.1905100594599,202.06299418,202.209,192.129,56.28760000000003,7.921477634980787,10.673362107437434,15,Moderately toxic,3
330,Compound 331,CC(C)c1ccc(C=O)cc1,4.35,2.6225000000000005,67.05269367712717,148.088815004,148.20499999999998,136.10899999999998,45.91850000000002,6.872349905601618,8.267584713501616,11,Moderately toxic,3
208,Compound 209,BrCCCBr,4.985,2.166300000000001,49.20423046790548,199.883624392,201.889,195.841,32.20499999999999,6.049242367807505,4.121320343559642,5,Moderately toxic,3
13,Compound 14,CCCCOP(=O)(OCCCC)OCCCC,4.449,4.544600000000004,105.64386064918796,266.164695974,266.3179999999999,239.10199999999995,70.18650000000005,12.338594979034257,12.985281374238571,17,Moderately toxic,3
303,Compound 304,CCc1ccccc1,4.005,2.249000000000001,50.16128734829018,106.07825032,106.168,96.08799999999998,35.82,5.093858127134676,5.819990956308911,8,Moderately toxic,3
336,Compound 337,O=Cc1ccccc1O,4.726,1.2047,52.75210108613335,122.036779432,122.12299999999996,116.07499999999996,33.4943,4.742213231911951,6.69023444431199,9,Moderately toxic,3
232,Compound 233,Clc1ccc(Cl)cc1,4.561,2.9934000000000003,58.03793557326031,145.969005488,147.00400000000002,142.97199999999998,36.46200000000001,5.577187914813867,5.983127663125442,8,Moderately toxic,3
270,Compound 271,CCC(C)(C)c1ccc(O)cc1,4.801,3.079800000000001,74.05034744367602,164.120115132,164.248,148.11999999999998,51.42380000000004,7.963721453445009,9.19023444431199,12,Moderately toxic,3
172,Compound 173,C#C[C@H](O)CCCC,4.804,1.1707,50.72236285826448,112.088815004,112.172,100.07599999999998,34.364799999999995,5.223234477438853,6.405777393935816,8,Moderately toxic,3
34,Compound 35,Clc1cccc(Cl)c1,4.263,2.9934000000000003,58.03793557326031,145.969005488,147.00400000000002,142.97199999999998,36.46200000000001,5.577187914813867,5.983127663125442,8,Moderately toxic,3
185,Compound 186,CCCCOC(=O)CCC(=O)OCCCC,4.713,2.4532000000000007,97.30374894529352,230.151809184,230.304,208.128,60.968000000000046,10.289847411347834,12.22576835024473,16,Moderately toxic,3
139,Compound 140,CC(C)(C)c1ccc(O)cc1,4.465,2.689700000000001,67.6854053292794,150.104465068,150.221,136.10899999999998,46.80680000000003,7.256614672258461,8.483127663125442,11,Moderately toxic,3
285,Compound 286,C=C(C)C(=C)C,4.075,2.1386000000000003,39.18475553544408,82.07825032,82.146,72.06599999999999,29.627999999999982,4.414213562373095,5.154700538379252,6,Moderately toxic,3
294,Compound 295,CCc1cccc(CC)c1N(COC)C(=O)CCl,4.733,2.9871000000000016,113.68910726130552,269.11825656,269.77199999999993,249.612,75.28000000000004,11.958081527770435,13.543605595440512,18,Moderately toxic,3
145,Compound 146,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,4.215,3.0869000000000018,92.6039798703053,232.0170183,233.098,223.018,59.167700000000025,9.355299531588065,10.71517847069432,14,Moderately toxic,3
204,Compound 205,CCCCCCBr,4.68,2.9616000000000016,54.43150920545396,164.020062516,165.07399999999998,151.96999999999997,37.936,6.499494918056669,5.535533905932738,7,Moderately toxic,3
21,Compound 22,CC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,4.56,2.4508,79.27905139771542,199.003620732,199.593,193.545,48.11090000000001,7.537902693488107,10.008071689507773,13,Moderately toxic,3
13,Compound 14,CCCCOP(=O)(OCCCC)OCCCC,4.449,4.544600000000004,105.64386064918796,266.164695974,266.3179999999999,239.10199999999995,70.18650000000005,12.338594979034257,12.985281374238571,17,Moderately toxic,3
26,Compound 27,CCCCCCCCN,4.396,2.3056,58.63373652561853,129.151749608,129.247,110.09499999999996,42.43040000000001,6.527097737495458,6.949747468305834,9,Moderately toxic,3
222,Compound 223,COC(=O)c1cc(Cl)ccc1Cl,4.166,2.780000000000001,80.04288713160418,203.974484792,205.04,198.992,47.80150000000002,7.816334226551967,9.137828201504696,12,Moderately toxic,3
21,Compound 22,CC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,4.56,2.4508,79.27905139771542,199.003620732,199.593,193.545,48.11090000000001,7.537902693488107,10.008071689507773,13,Moderately toxic,3
222,Compound 223,COC(=O)c1cc(Cl)ccc1Cl,4.166,2.780000000000001,80.04288713160418,203.974484792,205.04,198.992,47.80150000000002,7.816334226551967,9.137828201504696,12,Moderately toxic,3
340,Compound 341,O=c1cc(-c2ccccc2)oc2ccccc12,4.803,3.4600000000000017,98.13650078134904,222.06807956,222.243,212.16299999999995,67.92000000000002,9.089999272823986,11.664925939000156,17,Moderately toxic,3
242,Compound 243,CCSCCCCSCC,4.469,3.272800000000002,73.5400658793363,178.084992576,178.366,160.22199999999998,55.23200000000004,8.692130429902464,7.656854249492381,10,Moderately toxic,3
82,Compound 83,Cc1ccc(C)cc1,4.078,2.30344,50.16128734829018,106.07825032,106.168,96.08799999999998,35.916,5.309401076758503,5.983127663125442,8,Moderately toxic,3
330,Compound 331,CC(C)c1ccc(C=O)cc1,4.35,2.6225000000000005,67.05269367712717,148.088815004,148.20499999999998,136.10899999999998,45.91850000000002,6.872349905601618,8.267584713501616,11,Moderately toxic,3
172,Compound 173,C#C[C@H](O)CCCC,4.804,1.1707,50.72236285826448,112.088815004,112.172,100.07599999999998,34.364799999999995,5.223234477438853,6.405777393935816,8,Moderately toxic,3
130,Compound 131,Clc1ccccc1Cl,4.191,2.9934000000000003,58.03793557326031,145.969005488,147.00400000000002,142.97199999999998,36.46200000000001,5.577187914813867,5.983127663125442,8,Moderately toxic,3
277,Compound 278,C=Cc1ccccc1,4.41,2.3296,49.47168431610592,104.062600256,104.152,96.08799999999998,36.533,4.671208396324301,5.819990956308911,8,Moderately toxic,3
238,Compound 239,CC1(C)CC(=O)CC(=O)C1,4.002,1.3347,60.611058875164105,140.083729624,140.182,128.08599999999998,37.646,6.437816924487368,7.776020881938894,10,Moderately toxic,3
354,Compound 355,CCCCCC,4.538,2.5866000000000007,40.563961599812586,86.109550448,86.178,72.06599999999999,29.81599999999998,4.82842712474619,4.82842712474619,6,Moderately toxic,3
51,Compound 52,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,4.74,1.2086000000000003,71.53158831669258,184.012021228,184.107,180.075,41.41560000000001,6.206684755924204,10.008071689507773,13,Moderately toxic,3
343,Compound 344,CCCCOC(=O)CCCCC(=O)OCCCC,4.851,3.2334000000000023,110.03363317408676,258.183109312,258.3579999999999,232.14999999999995,70.20200000000006,11.70406097372093,13.639981912617824,18,Moderately toxic,3
187,Compound 188,CCCc1ccc(O)cc1,4.093,2.3447000000000005,61.3204632148828,136.088815004,136.19400000000002,124.09799999999996,42.10180000000002,6.170828234631556,7.397341225498538,10,Moderately toxic,3
66,Compound 67,c1ccc2ccccc2c1,4.32,2.8398000000000003,60.11306765123216,128.062600256,128.17399999999998,120.10999999999996,43.94800000000002,5.618802153517007,6.811554787871633,10,Moderately toxic,3
274,Compound 275,O=C(c1ccc(Br)cc1)c1cccnc1,4.109,3.0751000000000017,96.10215712658923,260.978925976,262.106,254.042,61.81150000000002,9.43822505160476,10.673362107437434,15,Moderately toxic,3
285,Compound 286,C=C(C)C(=C)C,4.075,2.1386000000000003,39.18475553544408,82.07825032,82.146,72.06599999999999,29.627999999999982,4.414213562373095,5.154700538379252,6,Moderately toxic,3
310,Compound 311,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,4.355,2.3192000000000004,75.74016091736809,207.014327648,207.107,203.075,39.763200000000005,6.5768679985242,10.930721420318148,14,Moderately toxic,3
238,Compound 239,CC1(C)CC(=O)CC(=O)C1,4.002,1.3347,60.611058875164105,140.083729624,140.182,128.08599999999998,37.646,6.437816924487368,7.776020881938894,10,Moderately toxic,3
155,Compound 156,CCCCCCOC(C)=O,4.516,2.1298000000000004,62.56891315815645,144.115029752,144.214,128.08599999999998,40.775000000000006,6.852030486860464,7.819990956308912,10,Moderately toxic,3
305,Compound 306,Oc1ccc(Cl)cc1Cl,4.323,2.6990000000000007,62.832169325456334,161.963920108,163.003,158.97099999999998,38.12680000000001,5.947051241124199,6.8533711511285205,9,Moderately toxic,3
292,Compound 293,CC(C)c1cccc(C(C)C)c1N,4.064,3.5156000000000027,80.96094650288931,177.151749608,177.29099999999997,158.13899999999995,59.03240000000004,8.964101615137755,10.008071689507773,13,Moderately toxic,3
297,Compound 298,Brc1nc(Br)c(Br)[nH]1,4.697,2.6972,71.46285433838185,301.76898433200006,304.76699999999994,303.759,41.68769999999999,8.339096631871751,6.146264369941973,8,Moderately toxic,3
208,Compound 209,BrCCCBr,4.985,2.166300000000001,49.20423046790548,199.883624392,201.889,195.841,32.20499999999999,6.049242367807505,4.121320343559642,5,Moderately toxic,3
106,Compound 107,COc1cccc(C=O)c1O,4.801,1.2133,64.23058843003683,152.047344116,152.14899999999997,144.08499999999998,40.046300000000016,6.073111253186188,8.267584713501616,11,Moderately toxic,3
108,Compound 109,CCCCCC(=O)OCC,4.21,2.1298000000000004,62.56891315815645,144.115029752,144.214,128.08599999999998,40.775000000000006,6.852030486860464,7.819990956308912,10,Moderately toxic,3
323,Compound 324,CC(=O)/C=C/C1=C(C)CCCC1(C)C,4.577,3.6582000000000026,86.89504128273487,192.15141526,192.302,172.14199999999997,60.15300000000004,9.684269172402756,10.767584713501616,14,Moderately toxic,3
232,Compound 233,Clc1ccc(Cl)cc1,4.561,2.9934000000000003,58.03793557326031,145.969005488,147.00400000000002,142.97199999999998,36.46200000000001,5.577187914813867,5.983127663125442,8,Moderately toxic,3
161,Compound 162,c1cc2c3c(cccc3c1)CC2,4.95,2.938400000000001,71.83712072649615,154.07825032,154.21199999999996,144.13199999999998,51.35600000000002,6.878315177510849,7.966255326250884,12,Moderately toxic,3
118,Compound 119,N#Cc1cc(I)c(O)c(I)c1,4.737,2.4730799999999995,91.50683490964556,370.830409716,370.915,367.891,58.255800000000015,9.620053257750268,8.430721420318147,11,Moderately toxic,3
66,Compound 67,c1ccc2ccccc2c1,4.32,2.8398000000000003,60.11306765123216,128.062600256,128.17399999999998,120.10999999999996,43.94800000000002,5.618802153517007,6.811554787871633,10,Moderately toxic,3
174,Compound 175,C=CC(=O)OCC(C)C,4.786,1.3716000000000002,55.514368011575584,128.083729624,128.17099999999996,116.07499999999996,35.99399999999999,5.885410681680073,7.276020881938894,9,Moderately toxic,3
246,Compound 247,COc1cccc(C=O)c1O,4.3209,1.2133,64.23058843003683,152.047344116,152.14899999999997,144.08499999999998,40.046300000000016,6.073111253186188,8.267584713501616,11,Moderately toxic,3
323,Compound 324,CC(=O)/C=C/C1=C(C)CCCC1(C)C,4.577,3.6582000000000026,86.89504128273487,192.15141526,192.302,172.14199999999997,60.15300000000004,9.684269172402756,10.767584713501616,14,Moderately toxic,3
270,Compound 271,CCC(C)(C)c1ccc(O)cc1,4.801,3.079800000000001,74.05034744367602,164.120115132,164.248,148.11999999999998,51.42380000000004,7.963721453445009,9.19023444431199,12,Moderately toxic,3
37,Compound 38,Oc1ccc(Oc2ccc(O)cc2)cc1,4.544,2.8901000000000003,87.1905100594599,202.06299418,202.209,192.129,56.28760000000003,7.921477634980787,10.673362107437434,15,Moderately toxic,3
320,Compound 321,CCCCCC[C@@H](C)N,4.403,2.3040000000000003,58.63373652561852,129.151749608,129.247,110.09499999999996,42.408400000000015,6.690234444311988,7.112884175122364,9,Moderately toxic,3
5,Compound 6,Cc1c[nH]c2ccccc12,4.171,2.4763200000000003,59.68717018664308,131.073499288,131.178,122.10599999999998,43.03570000000001,5.88675134594813,6.974691494688164,10,Moderately toxic,3
34,Compound 35,Clc1cccc(Cl)c1,4.263,2.9934000000000003,58.03793557326031,145.969005488,147.00400000000002,142.97199999999998,36.46200000000001,5.577187914813867,5.983127663125442,8,Moderately toxic,3
320,Compound 321,CCCCCC[C@@H](C)N,4.403,2.3040000000000003,58.63373652561852,129.151749608,129.247,110.09499999999996,42.408400000000015,6.690234444311988,7.112884175122364,9,Moderately toxic,3
242,Compound 243,CCSCCCCSCC,4.469,3.272800000000002,73.5400658793363,178.084992576,178.366,160.22199999999998,55.23200000000004,8.692130429902464,7.656854249492381,10,Moderately toxic,3
40,Compound 41,Clc1ccc(Cl)c(Cl)c1,4.783,3.6468000000000007,68.34120180014197,179.930033136,181.449,178.425,41.47200000000001,6.633731064651922,6.8533711511285205,9,Moderately toxic,3
294,Compound 295,CCc1cccc(CC)c1N(COC)C(=O)CCl,4.733,2.9871000000000016,113.68910726130552,269.11825656,269.77199999999993,249.612,75.28000000000004,11.958081527770435,13.543605595440512,18,Moderately toxic,3
34,Compound 35,Clc1cccc(Cl)c1,4.263,2.9934000000000003,58.03793557326031,145.969005488,147.00400000000002,142.97199999999998,36.46200000000001,5.577187914813867,5.983127663125442,8,Moderately toxic,3
139,Compound 140,CC(C)(C)c1ccc(O)cc1,4.465,2.689700000000001,67.6854053292794,150.104465068,150.221,136.10899999999998,46.80680000000003,7.256614672258461,8.483127663125442,11,Moderately toxic,3
139,Compound 140,CC(C)(C)c1ccc(O)cc1,4.465,2.689700000000001,67.6854053292794,150.104465068,150.221,136.10899999999998,46.80680000000003,7.256614672258461,8.483127663125442,11,Moderately toxic,3
126,Compound 127,CCCCCOCCCCC,4.703,3.383400000000002,71.1372752869059,158.167065324,158.28499999999997,136.10899999999998,49.86900000000003,8.065102539956245,8.36396103067893,11,Moderately toxic,3
23,Compound 24,ClC(Cl)C(Cl)(Cl)Cl,4.429,3.1603000000000003,66.62052427663453,199.852088432,202.295,201.287,35.784000000000006,6.746817364328034,6.077350269189626,7,Moderately toxic,3
161,Compound 162,c1cc2c3c(cccc3c1)CC2,4.95,2.938400000000001,71.83712072649615,154.07825032,154.21199999999996,144.13199999999998,51.35600000000002,6.878315177510849,7.966255326250884,12,Moderately toxic,3
117,Compound 118,Cc1cc(O)ccc1Cl,4.416,2.35402,58.89384521297126,142.018542524,142.585,135.529,37.85380000000001,5.8131578220965165,6.8533711511285205,9,Moderately toxic,3
32,Compound 33,Brc1ccsc1,4.421,2.5106,48.93931399554982,161.913883196,163.03900000000002,160.015,32.019,5.420756691084398,4.405777393935816,6,Moderately toxic,3
365,Compound 366,Clc1nc(Cl)c(Cl)c(Cl)c1Cl,5.728,4.348599999999999,88.16738223485183,248.8473374,251.327,251.327,49.287000000000006,8.616680690638367,8.593858127134677,11,Highly toxic,4
299,Compound 300,BrC(Br)c1ccccc1C(Br)Br,5.985,5.263400000000002,105.6314777708556,417.720298592,421.752,415.704,67.63200000000002,12.31994566363348,9.137828201504696,12,Highly toxic,4
158,Compound 159,C=CCCCCCCC=C,5.678,3.6990000000000025,64.64452399303052,138.140850576,138.254,120.10999999999996,48.09600000000003,6.811554787871632,7.656854249492381,10,Highly toxic,4
90,Compound 91,Nc1c(Cl)c(Cl)cc(Cl)c1Cl,5.932,3.8824,83.98435872403637,228.901959816,230.909,227.885,50.894400000000005,8.190274214489978,8.593858127134677,11,Highly toxic,4
231,Compound 232,CC(=O)CC(=O)c1ccccc1,5.169,1.8484,71.21421577717092,162.06807956,162.18799999999996,152.10799999999998,46.07050000000002,6.910354708062403,8.974691494688164,12,Highly toxic,4
365,Compound 366,Clc1nc(Cl)c(Cl)c(Cl)c1Cl,5.728,4.348599999999999,88.16738223485183,248.8473374,251.327,251.327,49.287000000000006,8.616680690638367,8.593858127134677,11,Highly toxic,4
214,Compound 215,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,5.059,1.5170199999999996,77.89653043108919,198.027671292,198.134,192.086,46.152600000000014,7.129334486734578,10.878315177510853,14,Highly toxic,4
259,Compound 260,Clc1cc(Cl)c(Cl)cc1Cl,5.801,4.3002,78.64446802702366,213.891060784,215.894,213.878,46.48200000000001,7.690274214489978,7.723614639131599,10,Highly toxic,4
140,Compound 141,CC(=O)c1ccc(Cl)c(Cl)c1Cl,5.048,3.849400000000001,85.23260812897895,221.94059782,223.486,218.446,51.476500000000016,8.464629085926159,9.300964908321223,12,Highly toxic,4
140,Compound 141,CC(=O)c1ccc(Cl)c(Cl)c1Cl,5.048,3.849400000000001,85.23260812897895,221.94059782,223.486,218.446,51.476500000000016,8.464629085926159,9.300964908321223,12,Highly toxic,4
261,Compound 262,Oc1cc(Cl)c(Cl)cc1O,5.303,2.4046000000000007,67.62640307765234,177.958834728,179.002,174.97,39.79160000000001,6.316914567434531,7.723614639131599,10,Highly toxic,4
327,Compound 328,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,5.752,4.0058,83.43870177921967,229.885975404,231.893,229.877,48.146800000000006,8.06013754080031,8.593858127134677,11,Highly toxic,4
367,Compound 368,Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,5.29,3.7114,88.23293553141569,245.880890024,247.892,245.876,49.81160000000001,8.430000867110643,9.464101615137755,12,Highly toxic,4
261,Compound 262,Oc1cc(Cl)c(Cl)cc1O,5.303,2.4046000000000007,67.62640307765234,177.958834728,179.002,174.97,39.79160000000001,6.316914567434531,7.723614639131599,10,Highly toxic,4
27,Compound 28,C=C[C@](C)(O)CC/C=C(/C)CCC=C(C)C,5.192,4.396300000000004,100.57386528502528,222.198365452,222.372,196.164,72.47680000000005,11.214798309001573,12.604448006685086,16,Highly toxic,4
251,Compound 252,CCCCCCCCCCCC#N,5.625,4.430880000000004,83.14619396766098,181.183049736,181.323,158.13899999999995,57.45700000000005,9.018281407365434,9.778174593052023,13,Highly toxic,4
16,Compound 17,CCCCCCCCCCC(C)=O,5.194,4.106200000000004,82.91513638623601,184.182715388,184.323,160.13099999999997,57.90800000000005,9.272209321142793,9.941311299868556,13,Highly toxic,4
261,Compound 262,Oc1cc(Cl)c(Cl)cc1O,5.303,2.4046000000000007,67.62640307765234,177.958834728,179.002,174.97,39.79160000000001,6.316914567434531,7.723614639131599,10,Highly toxic,4
302,Compound 303,Clc1cccc(Cl)c1C(Cl)Cl,5.375,4.469600000000001,85.00941014142026,227.906710848,229.921,225.889,50.90900000000001,8.34497475286923,8.430721420318147,11,Highly toxic,4
350,Compound 351,CCCCCCCCCCCC(C)=O,5.742,4.496300000000004,89.28007850063263,198.198365452,198.35,172.14199999999997,62.525000000000055,9.97931610232934,10.648418081055103,14,Highly toxic,4
16,Compound 17,CCCCCCCCCCC(C)=O,5.194,4.106200000000004,82.91513638623601,184.182715388,184.323,160.13099999999997,57.90800000000005,9.272209321142793,9.941311299868556,13,Highly toxic,4
231,Compound 232,CC(=O)CC(=O)c1ccccc1,5.169,1.8484,71.21421577717092,162.06807956,162.18799999999996,152.10799999999998,46.07050000000002,6.910354708062403,8.974691494688164,12,Highly toxic,4
312,Compound 313,Oc1ccc(/N=N/c2ccccc2)cc1,5.229,3.8076000000000025,87.7295089222461,198.07931294,198.22500000000005,188.145,58.72480000000003,8.037793209206507,10.510225400620904,15,Highly toxic,4
149,Compound 150,CC[C@@H](C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,5.652,2.7221,96.991356774279,240.074621484,240.215,228.119,60.12160000000003,9.413791537110752,13.162772227887023,17,Highly toxic,4
251,Compound 252,CCCCCCCCCCCC#N,5.625,4.430880000000004,83.14619396766098,181.183049736,181.323,158.13899999999995,57.45700000000005,9.018281407365434,9.778174593052023,13,Highly toxic,4
264,Compound 265,CCCCCCCCCC(C)=O,5.055,3.716100000000002,76.5501942718394,170.167065324,170.296,148.11999999999998,53.29100000000004,8.565102539956245,9.234204518682008,12,Highly toxic,4
295,Compound 296,CCCCCCCCCCCN,5.912,3.475900000000001,77.72856286880837,171.1986998,171.32799999999995,146.128,56.28140000000004,8.648418081055103,9.071067811865476,12,Highly toxic,4
298,Compound 299,Fc1ccc(Oc2ccc(F)cc2)cc1,5.261,3.757100000000002,85.93311336092034,206.054321316,206.191,198.12699999999995,52.87400000000002,7.782979389999325,10.673362107437434,15,Highly toxic,4
193,Compound 194,CNC(=O)Oc1ccc(N(C)C)c(C)c1,5.029,1.77922,89.84087687484204,208.121177752,208.261,192.13299999999995,60.58970000000003,9.49576098399656,11.422285251880869,15,Highly toxic,4
158,Compound 159,C=CCCCCCCC=C,5.678,3.6990000000000025,64.64452399303052,138.140850576,138.254,120.10999999999996,48.09600000000003,6.811554787871632,7.656854249492381,10,Highly toxic,4
27,Compound 28,C=C[C@](C)(O)CC/C=C(/C)CCC=C(C)C,5.192,4.396300000000004,100.57386528502528,222.198365452,222.372,196.164,72.47680000000005,11.214798309001573,12.604448006685086,16,Highly toxic,4
338,Compound 339,O=C(Oc1ccccc1)c1ccccc1O,5.259,2.6114000000000006,92.92274052170428,214.06299418,214.22,204.14,59.50730000000003,8.459862599134318,11.380468888623982,16,Highly toxic,4
67,Compound 68,CC(C)(C)c1ccc(Oc2cccc(C=O)c2)cc1,5.837,4.588900000000004,113.58827522709473,254.130679816,254.329,236.185,77.04550000000005,11.512649003634362,13.880468888623984,19,Highly toxic,4
231,Compound 232,CC(=O)CC(=O)c1ccccc1,5.169,1.8484,71.21421577717092,162.06807956,162.18799999999996,152.10799999999998,46.07050000000002,6.910354708062403,8.974691494688164,12,Highly toxic,4
102,Compound 103,O=Cc1cc(Br)cc(Br)c1O,5.518,2.7297,80.48719629741608,277.85780356799995,279.915,275.88300000000004,48.89430000000001,8.515434717780561,8.430721420318147,11,Highly toxic,4
365,Compound 366,Clc1nc(Cl)c(Cl)c(Cl)c1Cl,5.728,4.348599999999999,88.16738223485183,248.8473374,251.327,251.327,49.287000000000006,8.616680690638367,8.593858127134677,11,Highly toxic,4
211,Compound 212,CCCCCCCCOc1ccccc1NC(C)=O,5.767,4.384300000000003,115.90575377662176,263.18852904,263.38100000000003,238.18099999999995,79.61670000000005,12.075645125992065,13.924438962994,19,Highly toxic,4
45,Compound 46,Oc1c(I)cc(I)cc1I,5.591,3.2060000000000004,100.01115123482388,471.7318087160001,471.801,468.777,66.2578,11.208302426435855,7.723614639131599,10,Highly toxic,4
264,Compound 265,CCCCCCCCCC(C)=O,5.055,3.716100000000002,76.5501942718394,170.167065324,170.296,148.11999999999998,53.29100000000004,8.565102539956245,9.234204518682008,12,Highly toxic,4
154,Compound 155,CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1,5.674,3.600400000000003,119.63095892256436,278.151809184,278.348,256.172,76.82300000000005,12.185034925733245,14.794682450997078,20,Highly toxic,4
102,Compound 103,O=Cc1cc(Br)cc(Br)c1O,5.518,2.7297,80.48719629741608,277.85780356799995,279.915,275.88300000000004,48.89430000000001,8.515434717780561,8.430721420318147,11,Highly toxic,4
290,Compound 291,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,5.352,4.0058,83.43870177921967,229.885975404,231.893,229.877,48.14680000000001,8.06013754080031,8.593858127134677,11,Highly toxic,4
16,Compound 17,CCCCCCCCCCC(C)=O,5.194,4.106200000000004,82.91513638623601,184.182715388,184.323,160.13099999999997,57.90800000000005,9.272209321142793,9.941311299868556,13,Highly toxic,4
217,Compound 218,C=Cc1ccc(C(C)(C)C)cc1,5.515,3.627100000000002,74.93145277369234,160.125200512,160.25999999999996,144.13199999999998,55.23300000000004,8.093858127134677,9.19023444431199,12,Highly toxic,4
298,Compound 299,Fc1ccc(Oc2ccc(F)cc2)cc1,5.261,3.757100000000002,85.93311336092034,206.054321316,206.191,198.12699999999995,52.87400000000002,7.782979389999325,10.673362107437434,15,Highly toxic,4
67,Compound 68,CC(C)(C)c1ccc(Oc2cccc(C=O)c2)cc1,5.837,4.588900000000004,113.58827522709473,254.130679816,254.329,236.185,77.04550000000005,11.512649003634362,13.880468888623984,19,Highly toxic,4
