,Compound ID,SMILES,MolecularWeight,LogP,TPSA,N_RotatableBonds,AromaticBonds,HeavyAtomCount,RingCount,N_H_Donors,N_H_Acceptors,MaxPartialCharge,MinPartialCharge,N_RadicalElectrons,N_ValenceElectrons,pLC50
340,compound-341,O=c1cc(-c2ccccc2)oc2ccccc12,222.243,3.4600000000000017,30.21,1,3,17,3,0,2,0.4558199464466406,0.19281620039007316,0,82,4.803
341,compound-342,CCOc1ccc(N)c([N+](=O)[O-])c1,182.17899999999997,1.5756999999999999,78.39,3,1,13,1,1,4,0.4936205302402744,0.2953082274568122,0,70,3.846
342,compound-343,O=Cc1ccc(Cl)cc1Cl,175.01399999999998,2.805900000000001,17.07,1,1,10,1,0,1,0.29783842085609535,0.1510498546521371,0,52,4.988
343,compound-344,CCCCOC(=O)CCCCC(=O)OCCCC,258.3579999999999,3.2334000000000023,52.60000000000001,11,0,18,0,0,4,0.46567519059518053,0.3052777456317892,0,106,4.851
344,compound-345,Oc1ccccc1-c1ccccc1,170.21099999999998,3.0592000000000015,20.23,1,2,13,2,1,1,0.5073115203655634,0.12289837673033284,0,64,4.442
345,compound-346,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,285.343,2.997200000000002,38.77,3,1,21,3,0,3,0.4535950776302087,0.24604914267600783,0,110,4.561
346,compound-347,COc1ccccc1C(N)=O,151.16499999999996,0.7941,52.32,2,1,11,1,1,2,0.4959246063561634,0.25196184082381823,0,58,3.1
347,compound-348,Cc1ccc(O)cc1,108.13999999999999,1.70062,20.23,0,1,8,1,1,1,0.5079666481555334,0.11509448895139261,0,42,3.815
348,compound-349,CCN(CCO)c1cccc(C)c1,179.26299999999995,1.8136199999999998,23.47,4,1,13,1,1,2,0.39453627642279565,0.06061498662270653,0,72,3.53
349,compound-350,CC(C)SSC(C)C,150.31199999999998,3.1846000000000014,0.0,3,0,8,0,0,2,0.09104259102274627,0.009449723408145394,0,50,4.257
350,compound-351,CCCCCCCCCCCC(C)=O,198.34999999999997,4.496300000000004,17.07,10,0,14,0,0,1,0.30003102349469607,0.1293399502822748,0,84,5.742
351,compound-352,O=Cc1c(F)cccc1Cl,158.55899999999997,2.2916,17.07,1,1,10,1,0,1,0.2977230144373962,0.15400679760770958,0,52,4.227
352,compound-353,COC(=O)c1ccc(O)cc1O,168.148,0.8843999999999999,66.76,1,1,12,1,2,4,0.5078224801400435,0.34113696880833266,0,64,3.565
353,compound-354,CCCCOCCCC,130.231,2.603200000000001,9.23,6,0,9,0,0,1,0.3814528145933262,0.04654327231523324,0,56,3.606
354,compound-355,CCCCCC,86.178,2.5866000000000007,0.0,3,0,6,0,0,0,0.06538238459812357,0.05357870225236843,0,38,4.538
355,compound-356,CC(C)OC(C)C,102.17699999999998,1.8197999999999999,9.23,2,0,7,0,0,1,0.3761436759458136,0.05218562103816234,0,44,2.114
356,compound-357,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,184.10699999999997,1.2086000000000003,106.51000000000002,2,1,13,1,1,5,0.4973135251578814,0.31754973909050277,0,68,3.666
357,compound-358,CCCCC=O,86.134,1.3755,17.07,3,0,6,0,0,1,0.3034029096435604,0.11949002111110746,0,36,3.824
358,compound-359,C=C(C)C(=O)OCCO,130.14299999999997,0.09800000000000009,46.53,3,0,9,0,1,3,0.4599096119587887,0.3326871219576966,0,52,2.759
359,compound-360,COc1ccc(C(C)=O)c(OC)c1OC,210.22899999999998,1.9149999999999998,44.760000000000005,4,1,15,1,0,4,0.4927145513143608,0.20353109651510215,0,82,3.024
360,compound-361,CC[C@@H](C)O,74.12299999999999,0.7772,20.23,1,0,5,0,1,1,0.39343008722162376,0.050903904353539,0,32,1.305
361,compound-362,CCc1ccccn1,107.15599999999999,1.644,12.89,1,1,8,1,0,1,0.26132742601573894,0.04003601293326301,0,42,2.413
362,compound-363,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,304.35200000000003,3.5847200000000026,53.47,7,1,19,1,0,6,0.40553675471309386,0.3813041331392303,0,108,4.513
363,compound-364,CCCCCCCC(C)=O,142.24200000000002,2.935900000000001,17.07,6,0,10,0,0,1,0.30003102349469607,0.1293399502822649,0,60,3.971
364,compound-365,CC(=O)c1ccccc1,120.15099999999997,1.8892,17.07,1,1,9,1,0,1,0.2945122071568907,0.15929849657429362,0,46,2.87
365,compound-366,Clc1nc(Cl)c(Cl)c(Cl)c1Cl,251.327,4.348599999999999,12.89,0,1,11,1,0,1,0.22111441211772778,0.15053065010008293,0,60,5.728
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,394.4230000000002,3.7033000000000023,63.22,3,2,29,5,0,6,0.4928541654982912,0.17756614453034847,0,150,7.88
367,compound-368,Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,247.892,3.7114000000000003,40.46,0,1,12,1,2,2,0.5031564068208876,0.17925880292515947,0,66,5.29
368,compound-369,Brc1ccccc1Br,235.906,3.2116000000000007,0.0,0,1,8,1,0,0,0.06106671051334338,0.03169473136550077,0,42,4.764
369,compound-370,OC(C(F)(F)F)C(F)(F)F,168.03599999999997,1.4718999999999995,20.23,0,0,10,0,1,1,0.422901125659,0.3765619053384419,0,62,2.839
370,compound-371,ClCC(Cl)CCl,147.43200000000002,2.0713999999999997,0.0,2,0,6,0,0,0,0.12506668729947193,0.060618612030870274,0,38,3.408
371,compound-372,ClCCCCCl,127.01400000000001,2.2442,0.0,3,0,6,0,0,0,0.12671622599957885,0.022337404985431072,0,38,3.391
372,compound-373,CCOc1cc(C=O)ccc1O,166.17599999999996,1.6034,46.53,3,1,12,1,1,3,0.5042541269718366,0.16110036123217036,0,64,3.278
373,compound-374,OCC(F)(F)F,100.039,0.5409999999999999,20.23,0,0,6,0,1,1,0.41100300461617556,0.38694577075923503,0,38,2.924
374,compound-375,CC(=O)c1ccncc1,121.13899999999998,1.2842,29.96,1,1,9,1,0,2,0.29451020610347745,0.1594106327150247,0,46,2.858
